"","PC_1","PC_2","PC_3","PC_4","PC_5","CellType"
"AZ_A2",7.4875187226292,0.651113033377794,0.94758926654613,-0.685351964550262,-1.17565067486682,"gamma"
"AZ_B9",9.349037698535,0.446966766474914,1.33137080422411,0.425308008334629,3.04757349529513,"alpha"
"AZ_A6",9.84030293870044,0.768767642617152,1.2868611279354,0.44900179864535,2.75133911549462,"alpha"
"AZ_C11",8.07988157306016,0.0871382722013543,1.22466404716477,0.313964265688278,-5.20636782921582,"delta"
"AZ_B10",8.9235033121282,-0.391983178102643,0.845954553258313,0.619635570906371,-5.26324545306213,"delta"
"AZ_C10",8.62037946214347,0.226801990427533,0.645561698329049,0.885992445289563,-8.615800412145,"beta"
"AZ_B8",-19.1160424457188,6.74353941233888,-15.1229930189172,-0.161843337345742,0.887990650035196,"acinar"
"AZ_B1",8.94405235806205,1.14741727843104,1.06138920135582,0.85505479190839,-5.05513072944975,"delta"
"AZ_A12",6.94866263127046,0.80116597360668,-0.214444203455289,0.449243331274014,-2.75313991658952,"delta"
"AZ_C1",7.94940679285155,0.966683932559361,0.473017865760243,0.89656507013272,4.73446822134285,"alpha"
"AZ_A8",9.22459351674548,1.00030161580464,0.47912761074071,0.278376120292575,-7.83853486423064,"beta"
"AZ_A11",9.01522330389147,0.488522845807798,0.521437469866994,0.682679576239857,3.31625381840378,"alpha"
"AZ_C2",9.84532017184423,0.605813747733787,1.05826551783781,-0.121426658431277,4.49354689798163,"alpha"
"AZ_B11",8.65682813402312,0.89118956089367,0.646371252924396,0.323425485916055,-1.35833829713291,"alpha"
"AZ_B12",8.58327119743337,0.773185530553859,0.571992965694963,0.544598610173635,3.98093685062041,"alpha"
"AZ_B2",7.2017769356136,1.12414862300507,0.627838476297915,-0.51017358179107,3.30074941871274,"alpha"
"AZ_B3",8.6757531621694,0.790813304293875,1.13220281814421,0.280488926931663,6.43952295111759,"alpha"
"AZ_A7",-6.54111542535578,6.60770249172003,-30.765560835685,-3.2285951428928,-1.47222495679365,"acinar"
"AZ_A10",7.27766814357668,0.625051347082232,1.05114938783967,0.200813874754955,-4.59438224350019,"delta"
"AZ_C3",-22.1422450963514,9.16621421611888,0.589849584636947,-0.180408144872226,1.34234925482751,"ductal"
"AZ_B5",6.07413871216842,0.782688206584131,0.844160930614911,0.613867818624974,2.66961167439349,"alpha"
"AZ_E12",9.1693050058353,1.19688958292549,1.19060156141561,0.230714855907452,4.18664724233499,"alpha"
"AZ_D3",9.06215852971804,0.589842134154568,0.499325502104866,-0.417561001878417,2.96300140697294,"alpha"
"AZ_E4",8.80851048416641,1.25383552656471,0.5314545822756,0.531243274509822,3.43160091680781,"alpha"
"AZ_G6",9.05093421294411,0.844570804808777,1.28474214002465,0.657290052860379,-2.57325169011512,"delta"
"AZ_H5",8.11548912578216,0.534114571400149,-0.175933028616088,0.221575040425259,0.452805938285029,"gamma"
"AZ_G4",7.76088739667173,0.37187737537985,-0.433541438225452,-0.277568978115817,3.43429878208012,"alpha"
"AZ_D6",5.3952403490237,-0.816888799748271,0.426269258656847,-1.19603544486807,-5.93423458114013,"beta"
"AZ_G3",9.09754426027955,1.01735023706074,0.385298945550697,0.233253136185138,3.05387935805734,"alpha"
"AZ_H11",7.97312361683121,-0.0803824326592995,0.307969564991679,-0.103990809291442,-8.26480548733375,"beta"
"AZ_D9",8.20869344182552,0.475237628553736,1.00859426072386,0.375607557600654,3.86349046520742,"alpha"
"AZ_D5",8.33382365435141,0.698213290100195,1.35973129789204,0.890096400257029,-5.0047421126182,"delta"
"AZ_G5",8.82037192112058,0.391162129214162,0.448236306980109,1.12245843302417,0.158037937374652,"gamma"
"AZ_E2",8.03981476061258,0.69133989889642,-0.17384143840722,0.147201086240007,3.6342503150483,"alpha"
"AZ_H10",-17.4578909480591,5.12418182646244,-17.3410687852461,-2.19979535747011,-0.551915074281111,"acinar"
"AZ_F6",-8.32040667681728,6.00239194677697,-31.007007802797,-4.56344294944348,-1.12241950161207,"acinar"
"AZ_F5",-14.7936197738042,-52.2783768656516,-5.16536798592616,15.7087271616202,-1.17503289744281,"activated_stellate"
"AZ_D8",8.04098461481978,0.454292263746634,0.768079937138036,0.168902863902163,-1.90999636331406,"gamma"
"AZ_E3",-4.79348984891295,-8.97882772928665,0.13932976824634,-8.54896953912647,7.73766413626532,"macrophage"
"AZ_E7",9.11833239020773,-0.134061561449045,0.948886926018276,0.686316513172517,-11.2483520329421,"beta"
"AZ_G2",8.49833362443742,0.425836440338899,0.905875023614886,0.681401501553486,-7.22537389688736,"beta"
